user_id,case_id,type,toanslines,upload_times,answer_rate,final_score,first_score,total_time,timeavg,scoreavg
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.4,0.4,0.0,0.2906249474413215,0.34782608695652134
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.4,0.4,0.0,0.2906249474413215,0.34782608695652134
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.0,0.4,0.0,0.2906249474413215,0.0
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.0,0.4,0.0,0.2906249474413215,0.0
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.4,0.4,0.0,0.2906249474413215,0.34782608695652134
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.4,0.4,0.0,0.2906249474413215,0.34782608695652134
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.0,0.4,0.0,0.2906249474413215,0.0
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.0,0.4,0.0,0.2906249474413215,0.0
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.4,0.4,0.0,0.2906249474413215,0.34782608695652134
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.4,0.4,0.0,0.2906249474413215,0.34782608695652134
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.0,0.4,0.0,0.2906249474413215,0.0
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.0,0.4,0.0,0.2906249474413215,0.0
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.4,0.4,0.0,0.2906249474413215,0.34782608695652134
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.4,0.4,0.0,0.2906249474413215,0.34782608695652134
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.0,0.4,0.0,0.2906249474413215,0.0
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.0,0.4,0.0,0.2906249474413215,0.0
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.4,0.4,0.0,0.2906249474413215,0.34782608695652134
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.4,0.4,0.0,0.2906249474413215,0.34782608695652134
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.0,0.4,0.0,0.2906249474413215,0.0
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.0,0.4,0.0,0.2906249474413215,0.0
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.4,0.4,0.0,0.2906249474413215,0.34782608695652134
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.4,0.4,0.0,0.2906249474413215,0.34782608695652134
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.0,0.4,0.0,0.2906249474413215,0.0
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.0,0.4,0.0,0.2906249474413215,0.0
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.4,0.4,0.0,0.2906249474413215,0.34782608695652134
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.4,0.4,0.0,0.2906249474413215,0.34782608695652134
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.0,0.4,0.0,0.2906249474413215,0.0
3544,2908,字符串,0.9050000000000001,0.0,1.0,0.0,0.4,0.0,0.2906249474413215,0.0
